"","Year","Area","Street","Street 2"
"2685",2011,"Wolverhampton","Lichfield Str.",""
"2686",2011,"Wolverhampton","Lichfield Str.",""
"2687",2011,"Wolverhampton","Lower Villiers Str.",""
"2688",2011,"Wolverhampton","Lunt Rd.",""
"2689",2011,"Wolverhampton","Market Str.",""
"2690",2011,"Wolverhampton","Market Str.",""
"2691",2011,"Wolverhampton","Market Str.",""
"2692",2011,"Wolverhampton","Market Str.",""
"2693",2011,"Wolverhampton","Market Str.",""
"2694",2011,"Wolverhampton","Market Str.",""
"2695",2011,"Wolverhampton","Market Str.",""
"2696",2011,"Wolverhampton","Market Str.",""
"2697",2011,"Wolverhampton","Market Str.",""
"2698",2011,"Wolverhampton","Market Str.",""
"2699",2011,"Wolverhampton","Market Str.",""
"2700",2011,"Wolverhampton","Market Str.",""
"2701",2011,"Wolverhampton","Market Str.",""
"2702",2011,"Wolverhampton","Market Str.",""
"2703",2011,"Wolverhampton","Market Str.",""
"2704",2011,"Wolverhampton","Market Str.",""
"2705",2011,"Wolverhampton","Market Str.",""
"2706",2011,"Wolverhampton","Market Str.",""
"2707",2011,"Wolverhampton","Market Str.",""
"2708",2011,"Wolverhampton","Marsaton Rd.",""
"2709",2011,"Wolverhampton","Marston Rd Wolverhampton",""
"2710",2011,"Wolverhampton","Millcroft  Wolves ",""
"2711",2011,"Wolverhampton","Moseley  Rd Wolverhampton",""
"2712",2011,"Wolverhampton","Moseley Rd.",""
"2713",2011,"Wolverhampton","Mount Pleasant",""
"2714",2011,"Wolverhampton","Mount Plesant  Bilston",""
"2715",2011,"Wolverhampton","Near Yates Wine Bar  Wolves City Centre ",""
"2716",2011,"Wolverhampton","New  Cross Hospital",""
"2717",2011,"Wolverhampton","New Cross Hospital",""
"2718",2011,"Wolverhampton","New Cross Hospital",""
"2719",2011,"Wolverhampton","New Cross Hospital",""
"2720",2011,"Wolverhampton","New Cross Hospital",""
"2721",2011,"Wolverhampton","New Cross Hospital  Wolverhampton",""
"2722",2011,"Wolverhampton","New Cross Hospital  Wolverhampton",""
"2723",2011,"Wolverhampton","New X Hospital",""
"2724",2011,"Wolverhampton","New X Hospital  W     Ton",""
"2725",2011,"Wolverhampton","Newcross Hospital",""
"2726",2011,"Wolverhampton","Norfold Rd.",""
"2727",2011,"Wolverhampton","North Str.",""
"2728",2011,"Wolverhampton","North Str.",""
"2729",2011,"Wolverhampton","North Str.",""
"2730",2011,"Wolverhampton","North Str.",""
"2731",2011,"Wolverhampton","North Str.",""
"2732",2011,"Wolverhampton","North Str.",""
"2733",2011,"Wolverhampton","Northwood Park Rd.",""
"2734",2011,"Wolverhampton","O S Grapes Ph  Moseley Rd.",""
"2735",2011,"Wolverhampton","O S Oceana Bilston Str.",""
"2736",2011,"Wolverhampton","Oustide Yates  Wolverhampton",""
"2737",2011,"Wolverhampton","Outsdie Yates  Wine Bar Wolverhampton",""
"2738",2011,"Wolverhampton","Outside Subway Sandwich Shop  Queens Square  Wolverhampton",""
"2739",2011,"Wolverhampton","Outside The  Ave.",""
"2740",2011,"Wolverhampton","Outside The Indie Bar   ",""
"2741",2011,"Wolverhampton","Outside Yates  North Str.",""
"2742",2011,"Wolverhampton","Owen Rd.",""
"2743",2011,"Wolverhampton","Parkfield Rd",""
"2744",2011,"Wolverhampton","Penn Rd.",""
"2745",2011,"Wolverhampton","Penn Rd.",""
"2746",2011,"Wolverhampton","Pipers Rd.",""
"2747",2011,"Wolverhampton","Pipers Rd.",""
"2748",2011,"Wolverhampton","Pipers Rd.",""
"2749",2011,"Wolverhampton","Powell Str.",""
"2750",2011,"Wolverhampton","Prestwood Rd.",""
"2751",2011,"Wolverhampton","Pricess Str.",""
"2752",2011,"Wolverhampton","Pricess Str.",""
"2753",2011,"Wolverhampton","Prince Charles Pub Bushbury",""
"2754",2011,"Wolverhampton","Princess Str.",""
"2755",2011,"Wolverhampton","Princess Str.",""
"2756",2011,"Wolverhampton","Princess Str.",""
"2757",2011,"Wolverhampton","Princess Str.",""
"2758",2011,"Wolverhampton","Princess Str.",""
"2759",2011,"Wolverhampton","Princess Str.",""
"2760",2011,"Wolverhampton","Princess Str.",""
"2761",2011,"Wolverhampton","Prines Str.",""
"2762",2011,"Wolverhampton","Probert Rd.",""
"2763",2011,"Wolverhampton","Prosser Str.",""
"2764",2011,"Wolverhampton","Prosser Str.",""
"2765",2011,"Wolverhampton","Prowell Str.",""
"2766",2011,"Wolverhampton","Queen Sq  Wton",""
"2767",2011,"Wolverhampton","Queen Square",""
"2768",2011,"Wolverhampton","Queen Square",""
"2769",2011,"Wolverhampton","Queen Square",""
"2770",2011,"Wolverhampton","Queen Square  Wolverhampton",""
"2771",2011,"Wolverhampton","Queen Square  Wolverhampton",""
"2772",2011,"Wolverhampton","Queen Square  Wton",""
"2773",2011,"Wolverhampton","Queen Squsre  City Centre  Wolverhampton",""
"2774",2011,"Wolverhampton","Queen Str.",""
"2775",2011,"Wolverhampton","Queen Str.",""
"2776",2011,"Wolverhampton","Queen Str.",""
"2777",2011,"Wolverhampton","Queen Str.",""
"2778",2011,"Wolverhampton","Queen Str.",""
"2779",2011,"Wolverhampton","Queen Str.",""
"2780",2011,"Wolverhampton","Queen Str.",""
"2781",2011,"Wolverhampton","Queen Str.",""
"2782",2011,"Wolverhampton","Queen Str.",""
"2783",2011,"Wolverhampton","Queen Str.",""
"2784",2011,"Wolverhampton","Queen Str.",""
"2785",2011,"Wolverhampton","Queen Str.",""
"2786",2011,"Wolverhampton","Queen Str.",""
"2787",2011,"Wolverhampton","Queen Str.",""
"2788",2011,"Wolverhampton","Queen Str.",""
"2789",2011,"Wolverhampton","Queen Str.",""
"2790",2011,"Wolverhampton","Queens Square  Wolverhampton",""
"2791",2011,"Wolverhampton","Queens Square  Wolverhampton",""
"2792",2011,"Wolverhampton","Queens Str.",""
"2793",2011,"Wolverhampton","Rear Of Civic Centre Wolverhampton",""
"2794",2011,"Wolverhampton","Ring Rd.",""
"2795",2011,"Wolverhampton","Ring Rd.",""
"2796",2011,"Wolverhampton","Rd.",""
"2797",2011,"Wolverhampton","Sainsburys Str.",""
"2798",2011,"Wolverhampton","Salop Str.",""
"2799",2011,"Wolverhampton","Salop Str.",""
"2800",2011,"Wolverhampton","School Str.",""
"2801",2011,"Wolverhampton","School Str.",""
"2802",2011,"Wolverhampton","School Str.",""
"2803",2011,"Wolverhampton","School Str.",""
"2804",2011,"Wolverhampton","School Str.",""
"2805",2011,"Wolverhampton","Showell Circus",""
"2806",2011,"Wolverhampton","Str.",""
"2807",2011,"Wolverhampton","Str.",""
"2808",2011,"Wolverhampton","Str.",""
"2809",2011,"Wolverhampton","Str.",""
"2810",2011,"Wolverhampton","Str.",""
"2811",2011,"Wolverhampton","Str.",""
"2812",2011,"Wolverhampton","Str.",""
"2813",2011,"Wolverhampton","Str.",""
"2814",2011,"Wolverhampton","Str.",""
"2815",2011,"Wolverhampton","Subway Under Traffic Island At Junction Of Ring Rd.",""
"2816",2011,"Wolverhampton","Sweetman Str.",""
"2817",2011,"Wolverhampton","Temple Str.",""
"2818",2011,"Wolverhampton","Tettenhall Rd.",""
"2819",2011,"Wolverhampton","Tettenhall Rd.",""
"2820",2011,"Wolverhampton","The Varsity  City Centre",""
"2821",2011,"Wolverhampton","Thornley Str.",""
"2822",2011,"Wolverhampton","Tower Str.",""
"2823",2011,"Wolverhampton","Train Str.",""
"2824",2011,"Wolverhampton","Trysull Rd.",""
"2825",2011,"Wolverhampton","Vicarage Rd.",""
"2826",2011,"Wolverhampton","Victoria Rd.",""
"2827",2011,"Wolverhampton","Victoria Rd.",""
"2828",2011,"Wolverhampton","Victoria Rd.",""
"2829",2011,"Wolverhampton","Victoria Str.",""
"2830",2011,"Wolverhampton","Victoria Str.",""
"2831",2011,"Wolverhampton","Victoria Str.",""
"2832",2011,"Wolverhampton","Victoria Str.",""
"2833",2011,"Wolverhampton","Victoria Str.",""
"2834",2011,"Wolverhampton","Victoria Str.",""
"2835",2011,"Wolverhampton","Villiers Ave.",""
"2836",2011,"Wolverhampton","Wallace Rd",""
"2837",2011,"Wolverhampton","Wallace Rd.",""
"2838",2011,"Wolverhampton","Walsall Str.",""
"2839",2011,"Wolverhampton","Wanderers Ave.",""
"2840",2011,"Wolverhampton","Wanderers Ave.",""
"2841",2011,"Wolverhampton","Warnford Walk  Merry Hill  W     Ton",""
"2842",2011,"Wolverhampton","Warstones Drive",""
"2843",2011,"Wolverhampton","Waterloo Rd",""
"2844",2011,"Wolverhampton","Waterloo Rd Wolverhampton",""
"2845",2011,"Wolverhampton","Wednesfield High Str.",""
"2846",2011,"Wolverhampton","Wellington Rd.",""
"2847",2011,"Wolverhampton","White Oaks Str.",""
"2848",2011,"Wolverhampton","Whitegates Drive Coseley",""
"2849",2011,"Wolverhampton","Willenhall Rd.",""
"2850",2011,"Wolverhampton","Willenhall Rd.",""
"2851",2011,"Wolverhampton","William Hill Market Str.",""
"2852",2011,"Wolverhampton","Wolverhamptn Train Str.",""
"2853",2011,"Wolverhampton","Wolverhampton  Train Str.",""
"2854",2011,"Wolverhampton","Wolverhampton Railway Str.",""
"2855",2011,"Wolverhampton","Wolverhampton Railway Str.",""
"2856",2011,"Wolverhampton","Wolverhampton Railway Str.",""
"2857",2011,"Wolverhampton","Wolverhampton Rd.",""
"2858",2011,"Wolverhampton","Wolverhampton Rd.",""
"2859",2011,"Wolverhampton","Wolverhampton Train Str.",""
"2860",2011,"Wolverhampton","Wolves Railway Str.",""
"2861",2011,"Wolverhampton","Wood End Rd.",""
"2862",2011,"Wolverhampton","Woodland Ave.",""
"2863",2011,"Wolverhampton","Woolpack Alley",""
"2864",2011,"Wolverhampton","Wordsworth Ave.",""
"2865",2011,"Wolverhampton","Wton Train Str.",""
"2866",2011,"Wolverhampton","Wv Front Office",""
"2867",2011,"Wolverhampton","Wvfo",""
"2868",2011,"Wolverhampton","Wvfo",""
"2869",2012,"Birmingham","Clemence Rd.",""
"2870",2012,"Birmingham","Clemence Rd.",""
"2871",2012,"Birmingham","Clemence Rd.",""
"2872",2012,"Birmingham","Clemence Rd.",""
"2873",2012,"Birmingham","Clemence Rd.",""
"2874",2012,"Birmingham","Acocks Green Police Str.",""
"2875",2012,"Birmingham","Albert Rd.",""
"2876",2012,"Birmingham","Alcester Rd Moseley",""
"2877",2012,"Birmingham","Alcester Rd.",""
"2878",2012,"Birmingham","Alcester Rd.",""
"2879",2012,"Birmingham","Alcester Rd.",""
"2880",2012,"Birmingham","Alcester Rd.",""
"2881",2012,"Birmingham","Alcester Rd.",""
"2882",2012,"Birmingham","Alcester Rd.",""
"2883",2012,"Birmingham","Alecester Rd.",""
"2884",2012,"Birmingham","Alum Rd.",""
"2885",2012,"Birmingham","Alum Rd.",""
"2886",2012,"Birmingham","Alum Rd.",""
"2887",2012,"Birmingham","Alum Rd.",""
"2888",2012,"Birmingham","Banford Rd.",""
"2889",2012,"Birmingham","Belchers Ln.",""
"2890",2012,"Birmingham","Belgrave Middle Way",""
"2891",2012,"Birmingham","Belgravia Close",""
"2892",2012,"Birmingham","Bennetts Hill City Centre",""
"2893",2012,"Birmingham","Berkely Rd.",""
"2894",2012,"Birmingham","Birchley Rise   Wagon Ln.",""
"2895",2012,"Birmingham","Birchtree Drive",""
"2896",2012,"Birmingham","Birmingham New Str.",""
"2897",2012,"Birmingham","Birmingham Rd.",""
"2898",2012,"Birmingham","Birmingham Rd.",""
"2899",2012,"Birmingham","Bistol Rd.",""
"2900",2012,"Birmingham","Blake Place  Bordesley Green",""
"2901",2012,"Birmingham","Bordesley Green",""
"2902",2012,"Birmingham","Bordesley Green East",""
"2903",2012,"Birmingham","Bordesley Green Rd.",""
"2904",2012,"Birmingham","Bordesley Green ",""
"2905",2012,"Birmingham","Bordesly Green  Bordesley Green",""
"2906",2012,"Birmingham","Boscombe Rd.",""
"2907",2012,"Birmingham","Bournville Ln.",""
"2908",2012,"Birmingham","Bristol Rd.",""
"2909",2012,"Birmingham","Bristol Rd.",""
"2910",2012,"Birmingham","Broad Str.",""
"2911",2012,"Birmingham","Broad Str.",""
"2912",2012,"Birmingham","Broad Str.",""
"2913",2012,"Birmingham","Broad Str.",""
"2914",2012,"Birmingham","Brookhill Rd.",""
"2915",2012,"Birmingham","Brooklands Rd.",""
"2916",2012,"Birmingham","Brunswick Rd.",""
"2917",2012,"Birmingham","Bulls Head  Mosely",""
"2918",2012,"Birmingham","Caldwell Rd.",""
"2919",2012,"Birmingham","Church Rd.",""
"2920",2012,"Birmingham","Church Rd.",""
"2921",2012,"Birmingham","Church Rd.",""
"2922",2012,"Birmingham","Clodeshall Rd.",""
"2923",2012,"Birmingham","Coleshill Rd.",""
"2924",2012,"Birmingham","Cotterills Ln.",""
"2925",2012,"Birmingham","Coventry  Rd.",""
"2926",2012,"Birmingham","Coventry Rd   Sheldon   Nr British Legion Ivy Leaf ",""
"2927",2012,"Birmingham","Coventry Rd ",""
"2928",2012,"Birmingham","Coventry Rd.",""
"2929",2012,"Birmingham","Coventry Rd.",""
"2930",2012,"Birmingham","Cranespark Rd.",""
"2931",2012,"Birmingham","Dale End",""
"2932",2012,"Birmingham","Drews Ln.",""
"2933",2012,"Birmingham","Elizabeth Rd.",""
"2934",2012,"Birmingham","Emily Rd.",""
"2935",2012,"Birmingham","Flaxton Grove  Kitts Green",""
"2936",2012,"Birmingham","Foxton Rd.",""
"2937",2012,"Birmingham","Front Offcie Kings Heath Police Str.",""
"2938",2012,"Birmingham","Front Office  Str.",""
"2939",2012,"Birmingham","Gibbins Rd.",""
"2940",2012,"Birmingham","Gilsan Way",""
"2941",2012,"Birmingham","Gospel Farm Rd.",""
"2942",2012,"Birmingham","Gospel Ln.",""
"2943",2012,"Birmingham","Green Ln.",""
"2944",2012,"Birmingham","Greswold Rd.",""
"2945",2012,"Birmingham","Harbourne Rd.",""
"2946",2012,"Birmingham","Hazelville Rd.",""
"2947",2012,"Birmingham","Heartlands Hospital",""
"2948",2012,"Birmingham","Heartlands Hospital",""
"2949",2012,"Birmingham","Heartlands Hospital",""
"2950",2012,"Birmingham","Heartlands Hospital",""
"2951",2012,"Birmingham","Heathfield Rd.",""
"2952",2012,"Birmingham","Herrick Rd.",""
"2953",2012,"Birmingham","High Str.",""
"2954",2012,"Birmingham","High Str.",""
"2955",2012,"Birmingham","High Str.",""
"2956",2012,"Birmingham","Highfield Rd.",""
"2957",2012,"Birmingham","Highfield Rd.",""
"2958",2012,"Birmingham","Home Address",""
"2959",2012,"Birmingham","Homer Rd Near Holiday Inn",""
"2960",2012,"Birmingham","Horrell Rd.",""
"2961",2012,"Birmingham","Ivy House Rd.",""
"2962",2012,"Birmingham","Jakeman Rd.",""
"2963",2012,"Birmingham","Juniper Close",""
"2964",2012,"Birmingham","Kemberton Rd.",""
"2965",2012,"Birmingham","Kings Heath High Str.",""
"2966",2012,"Birmingham","Kings Norton Green",""
"2967",2012,"Birmingham","Ln.",""
"2968",2012,"Birmingham","Ln.",""
"2969",2012,"Birmingham","Ln.",""
"2970",2012,"Birmingham","Lea Hall Rd.",""
"2971",2012,"Birmingham","Lower Severn Str.",""
"2972",2012,"Birmingham","Mary Str.",""
"2973",2012,"Birmingham","Mary Str.",""
"2974",2012,"Birmingham","Middle Park Rd.",""
"2975",2012,"Birmingham","Milestone House",""
"2976",2012,"Birmingham","Milestone House",""
"2977",2012,"Birmingham","Milestone House",""
"2978",2012,"Birmingham","Monyhull Rd.",""
"2979",2012,"Birmingham","Moseley Rd.",""
"2980",2012,"Birmingham","New Str.",""
"2981",2012,"Birmingham","New Str.",""
"2982",2012,"Birmingham","Northliegh Rd Ward End",""
"2983",2012,"Birmingham","O S Assembly Rd.",""
"2984",2012,"Birmingham","O S Assembly Rd.",""
"2985",2012,"Birmingham","O S Chargrill Chicken  Coventry Rd.",""
"2986",2012,"Birmingham","Olton Boulevard East",""
"2987",2012,"Birmingham","Out Side Fish Bar Hobmoore Rd.",""
"2988",2012,"Birmingham","Outside Arden Oak Pub",""
"2989",2012,"Birmingham","Outside Str.",""
"2990",2012,"Birmingham","Outside The Bulls Head",""
"2991",2012,"Birmingham","Parker Str.",""
"2992",2012,"Birmingham","Parkland On The Heathway",""
"2993",2012,"Birmingham","Partridge Rd.",""
"2994",2012,"Birmingham","Pershore Rd.",""
"2995",2012,"Birmingham","Plymouth Rd.",""
"2996",2012,"Birmingham","Poplar Rd.",""
"2997",2012,"Birmingham","Rea Rd.",""
"2998",2012,"Birmingham","Regency Hotel",""
"2999",2012,"Birmingham","Runcurn Rd.",""
"3000",2012,"Birmingham","School Rd.",""
"3001",2012,"Birmingham","Sheath Ln.",""
"3002",2012,"Birmingham","Sheldon Heath Park",""
"3003",2012,"Birmingham","Shirley Rd.",""
"3004",2012,"Birmingham","Solihull Town Centre",""
"3005",2012,"Birmingham","Str.",""
"3006",2012,"Birmingham","Str.",""
"3007",2012,"Birmingham","Str.",""
"3008",2012,"Birmingham","Str.",""
"3009",2012,"Birmingham","Str.",""
"3010",2012,"Birmingham","Str.",""
"3011",2012,"Birmingham","Str.",""
"3012",2012,"Birmingham","Str.",""
"3013",2012,"Birmingham","Str.",""
"3014",2012,"Birmingham","Str.",""
"3015",2012,"Birmingham","Str.",""
"3016",2012,"Birmingham","Str.",""
"3017",2012,"Birmingham","Str.",""
"3018",2012,"Birmingham","Str.",""
"3019",2012,"Birmingham","Str.",""
"3020",2012,"Birmingham","Str.",""
"3021",2012,"Birmingham","Str.",""
"3022",2012,"Birmingham","Str.",""
"3023",2012,"Birmingham","Str.",""
"3024",2012,"Birmingham","Summerfield Rd.",""
"3025",2012,"Birmingham","Sunbeam Way ",""
"3026",2012,"Birmingham","Swanshurst Park",""
"3027",2012,"Birmingham","The Parade Sutton Coldfield",""
"3028",2012,"Birmingham","The Radleys",""
"3029",2012,"Birmingham","Tile Cross Rd.",""
"3030",2012,"Birmingham","Tote Betting Shop  Alum Rd.",""
"3031",2012,"Birmingham","Turnburry Rd.",""
"3032",2012,"Birmingham","Umberslade Rd.",""
"3033",2012,"Birmingham","Vicarage Rd.",""
"3034",2012,"Birmingham","Victoria Rd.",""
"3035",2012,"Birmingham","Wake Green Rd.",""
"3036",2012,"Birmingham","Ward End Park",""
"3037",2012,"Birmingham","Warwich Rd",""
"3038",2012,"Birmingham","Warwick Rd.",""
"3039",2012,"Birmingham","Warwick Rd.",""
"3040",2012,"Birmingham","Wash Ln.",""
"3041",2012,"Birmingham","Washwood Heath Rd.",""
"3042",2012,"Birmingham","Washwood Heath Rd.",""
"3043",2012,"Birmingham","Watson Rd.",""
"3044",2012,"Birmingham","Wheatcroft Rd.",""
"3045",2012,"Birmingham","Wheatsheaf Ph Coventry Rd.",""
"3046",2012,"Birmingham","Wheatsheaf  Coventry Rd.",""
"3047",2012,"Birmingham","William Hill Bookmakers  Washwood Heath Rd.",""
"3048",2012,"Birmingham","Woodbridge Rd",""
"3049",2012,"Birmingham","Woodbridge Rd.",""
"3050",2012,"Birmingham","Acorn Public House",""
"3051",2012,"Birmingham","Atlantic Rd",""
"3052",2012,"Birmingham","Aylesbury Crescent  Kingstanding  B Ham",""
"3053",2012,"Birmingham","Beggers Bush",""
"3054",2012,"Birmingham","Bendall Rd  Kingstanding",""
"3055",2012,"Birmingham","Berryfields Rd.",""
"3056",2012,"Birmingham","Birmingham Rd",""
"3057",2012,"Birmingham","Birmingham Rd.",""
"3058",2012,"Birmingham","Birmingham Rd.",""
"3059",2012,"Birmingham","Birmingham Rd.",""
"3060",2012,"Birmingham","Birmingham Rd.",""
"3061",2012,"Birmingham","Birmingham Rd.",""
"3062",2012,"Birmingham","Boldmere Rd.",""
"3063",2012,"Birmingham","Bottle Of Sack",""
"3064",2012,"Birmingham","Boundary Rd.",""
"3065",2012,"Birmingham","Brassington Ave.",""
"3066",2012,"Birmingham","Broad Str.",""
"3067",2012,"Birmingham","Capilano Rd.",""
"3068",2012,"Birmingham","Car Park Lidl Pelham Rd Alum Rd.",""
"3069",2012,"Birmingham","Car Park Of Old Speckled Hen Public House Mere Green",""
"3070",2012,"Birmingham","Car Park Reddicap Tavern  Hollyfield Rd.",""
"3071",2012,"Birmingham","Car Park  Kenilworth Court  Wheelwright Rd",""
"3072",2012,"Birmingham","Chester Rd.",""
"3073",2012,"Birmingham","Chesterfield Grove  Pype Hayes",""
"3074",2012,"Birmingham","Chipstead Rd.",""
"3075",2012,"Birmingham","Church Rd.",""
"3076",2012,"Birmingham","Coton Ln.",""
"3077",2012,"Birmingham","Cottishall Walk",""
"3078",2012,"Birmingham","Court Ln.",""
"3079",2012,"Birmingham","Court Ln.",""
"3080",2012,"Birmingham","Duke Str.",""
"3081",2012,"Birmingham","Ebrook Rd.",""
"3082",2012,"Birmingham","Emscote Rd.",""
"3083",2012,"Birmingham","Erdington High Str.",""
"3084",2012,"Birmingham","Erdington High Str.",""
"3085",2012,"Birmingham","Erdington High Str.",""
"3086",2012,"Birmingham","Firbeck Grove",""
"3087",2012,"Birmingham","Frances Rd.",""
"3088",2012,"Birmingham","Front Odffice Sutton Coldfield",""
"3089",2012,"Birmingham","Good Hope Hospital",""
"3090",2012,"Birmingham","Gracechuch Shopping Centre  Sutton Coldfield",""
"3091",2012,"Birmingham","Gravelly Hill",""
"3092",2012,"Birmingham","Hairy Lemon  Erdington High Str.",""
"3093",2012,"Birmingham","Hairy Lemon  Lower Parade",""
"3094",2012,"Birmingham","Hairy Lemon  Lower Parade",""
"3095",2012,"Birmingham","Hampton Rd.",""
"3096",2012,"Birmingham","Hellbey Close",""
"3097",2012,"Birmingham","High Str.",""
"3098",2012,"Birmingham","High Str.",""
"3099",2012,"Birmingham","High Str.",""
"3100",2012,"Birmingham","High Str.",""
"3101",2012,"Birmingham","High Str.",""
"3102",2012,"Birmingham","High Str.",""
"3103",2012,"Birmingham","High Str.",""
"3104",2012,"Birmingham","High Str.",""
"3105",2012,"Birmingham","High Str.",""
"3106",2012,"Birmingham","High Str.",""
"3107",2012,"Birmingham","High Str.",""
"3108",2012,"Birmingham","High Str.",""
"3109",2012,"Birmingham","High Str.",""
"3110",2012,"Birmingham","High Str.",""
"3111",2012,"Birmingham","High Str.",""
"3112",2012,"Birmingham","High Str.",""
"3113",2012,"Birmingham","Inland Rd.",""
"3114",2012,"Birmingham","Job Centre  Sutton New Rd.",""
"3115",2012,"Birmingham","Johnson Rd.",""
"3116",2012,"Birmingham","Johnson Rd.",""
"3117",2012,"Birmingham","Kings Rd",""
"3118",2012,"Birmingham","Kingsbury Rd.",""
"3119",2012,"Birmingham","Lichfield Rd",""
"3120",2012,"Birmingham","Lichfield Rd.",""
"3121",2012,"Birmingham","Lichfield Rd.",""
"3122",2012,"Birmingham","Lichfield Rd.",""
"3123",2012,"Birmingham","Litten Tree Ph Sutton Town Centre",""
"3124",2012,"Birmingham","Lower Parade",""
"3125",2012,"Birmingham","Lower Parade",""
"3126",2012,"Birmingham","Lower Parade",""
"3127",2012,"Birmingham","Lower Parade",""
"3128",2012,"Birmingham","Lower Parade",""
"3129",2012,"Birmingham","Lower Parade   Sutton Coldfield",""
"3130",2012,"Birmingham","Lower Parade Sutton Coldfield",""
"3131",2012,"Birmingham","Lower Parade  Sutton Coldfield",""
"3132",2012,"Birmingham","Lower Parade  Sutton Coldfield",""
"3133",2012,"Birmingham","Lower Parade  Sutton Coldfield",""
"3134",2012,"Birmingham","Lower Parade  Sutton Coldfield",""
"3135",2012,"Birmingham","Lower Parade  Sutton Coldfield",""
"3136",2012,"Birmingham","Lower Parade  Sutton Coldfield  Birmingham",""
"3137",2012,"Birmingham","Lower Parade  Sutton Coldfield ",""
"3138",2012,"Birmingham","Lower Parade  Sutton Town Centre",""
"3139",2012,"Birmingham","Madehurst Rd.",""
"3140",2012,"Birmingham","Marrowfat Raod  Handsworth",""
"3141",2012,"Birmingham","Marsh Hill   Erdington    Bn  ",""
"3142",2012,"Birmingham","Marsh Ln.",""
"3143",2012,"Birmingham","Mere Green Island Lichfield Rd.",""
"3144",2012,"Birmingham","Mill Ave.",""
"3145",2012,"Birmingham","Mill Str.",""
"3146",2012,"Birmingham","New Str.",""
"3147",2012,"Birmingham","New Str.",""
"3148",2012,"Birmingham","Newdigate Rd.",""
"3149",2012,"Birmingham","Newhall Carpark",""
"3150",2012,"Birmingham","Newhall Walk  Sutton Coldfield",""
"3151",2012,"Birmingham","Normanton Tower  Beechmount Drive  Erdington  Birmingham",""
"3152",2012,"Birmingham","North Holt Rd.",""
"3153",2012,"Birmingham","Northolt Drive",""
"3154",2012,"Birmingham","O S H A",""
"3155",2012,"Birmingham","O S Hairy Lemon Ph",""
"3156",2012,"Birmingham","O S Kings Arms Ph  Coleshill Rd.",""
"3157",2012,"Birmingham","O S Kings Arms Ph  Coleshill Rd.",""
"3158",2012,"Birmingham","O S Litten Tree",""
"3159",2012,"Birmingham","O S Moo Moos South Parade",""
"3160",2012,"Birmingham","O S Moomoo Club  Sutton Town Centre",""
"3161",2012,"Birmingham","O S Moomoos Night Club  South Parade",""
"3162",2012,"Birmingham","O S Moomoos  Lower Parade  Sutton Town Centre",""
"3163",2012,"Birmingham","O S Str.",""
"3164",2012,"Birmingham","O S Temple Bar  S C Town Centre",""
"3165",2012,"Birmingham","Orphanage Rd",""
"3166",2012,"Birmingham","Outside Bagot Arms  Chester Rd.",""
"3167",2012,"Birmingham","Outside City View  Erdington",""
"3168",2012,"Birmingham","Outside Hiry Lemon  Sutton Town Crntr",""
"3169",2012,"Birmingham","Outside Home Address",""
"3170",2012,"Birmingham","Outside Home Address",""
"3171",2012,"Birmingham","Outside Home Address",""
"3172",2012,"Birmingham","Outside Litten Tree  Birmingham Rd.",""
"3173",2012,"Birmingham","Outside Moomoo S Bar  South Parade  Sutton Coldfield",""
"3174",2012,"Birmingham","Outside Moomoo S Bar  South Parade  Sutton Coldfield ",""
"3175",2012,"Birmingham","Outside New Str.",""
"3176",2012,"Birmingham","Outside Temple Bar  Lower Parade  Sutton Coldfield",""
"3177",2012,"Birmingham","Outside The Swan Public House  High Str.",""
"3178",2012,"Birmingham","Outside The Temple Bar  Sutton Coldfield Town Centre ",""
"3179",2012,"Birmingham","Parade Sutton",""
"3180",2012,"Birmingham","Parade Sutton Coldfield",""
"3181",2012,"Birmingham","Parade Sutton Coldfield",""
"3182",2012,"Birmingham","Parade Sutton Coldfield Town Centre",""
"3183",2012,"Birmingham","Parade  Sutton Coldfield",""
"3184",2012,"Birmingham","Rectory Rd.",""
"3185",2012,"Birmingham","Reddicap Hill",""
"3186",2012,"Birmingham","Redwing Grove  Erdington  B Ham",""
"3187",2012,"Birmingham","Redwing Grove  Erdington  B Ham",""
"3188",2012,"Birmingham","Redwing Grove  Erdington  B Ham",""
"3189",2012,"Birmingham","Redwing Grove  Erdington  B Ham",""
"3190",2012,"Birmingham","Redwing Grove  Erdington  B Ham",""
"3191",2012,"Birmingham","Redwing Grove  Erdington  B Ham",""
"3192",2012,"Birmingham","Redwing Grove  Erdington  B Ham",""
"3193",2012,"Birmingham","Reservoir Rd Erdington",""
"3194",2012,"Birmingham","Reservoir Rd Erdington",""
"3195",2012,"Birmingham","Reservoir Rd Erdington",""
"3196",2012,"Birmingham","Reservoir Rd Erdington",""
"3197",2012,"Birmingham","Reservoir Rd Erdington",""
"3198",2012,"Birmingham","Reservoir Rd.",""
"3199",2012,"Birmingham","Ridgeway  Erdington",""
"3200",2012,"Birmingham","Sc Town Centre",""
"3201",2012,"Birmingham","Short Heath Rd",""
"3202",2012,"Birmingham","Slade Rd.",""
"3203",2012,"Birmingham","Slade Rd.",""
"3204",2012,"Birmingham","Somerset Rd.",""
"3205",2012,"Birmingham","South Parade",""
"3206",2012,"Birmingham","South Parade",""
"3207",2012,"Birmingham","South Parade",""
